eligible_trips,recommendations_per_eligible_day,adoption,acceptance,incremental_share,item_price,margin_rate,monthly_cost,coupon_per_accepted_item,impressions,accepted_items,incremental_items,incremental_revenue,coupon_cost,net_monthly_contribution,break_even_incremental_share,capacity_policy,experience
100000,8.0,0.5,0.05,0.05,3.0,0.35,5000.0,0.5,400000.0,20000.0,1000.0,3000.0,10000.0,-13950.0,0.7142857142857143,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.1,3.0,0.15,5000.0,0.0,400000.0,20000.0,2000.0,6000.0,0.0,-4100.0,0.5555555555555556,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.1,3.0,0.15,5000.0,0.5,400000.0,20000.0,2000.0,6000.0,10000.0,-14100.0,1.6666666666666667,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.1,3.0,0.25,5000.0,0.0,400000.0,20000.0,2000.0,6000.0,0.0,-3500.0,0.3333333333333333,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.1,3.0,0.25,5000.0,0.5,400000.0,20000.0,2000.0,6000.0,10000.0,-13500.0,1.0,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.1,3.0,0.35,5000.0,0.0,400000.0,20000.0,2000.0,6000.0,0.0,-2900.0,0.23809523809523808,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.1,3.0,0.35,5000.0,0.5,400000.0,20000.0,2000.0,6000.0,10000.0,-12900.0,0.7142857142857143,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.2,3.0,0.15,5000.0,0.0,400000.0,20000.0,4000.0,12000.0,0.0,-3200.0,0.5555555555555556,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.2,3.0,0.15,5000.0,0.5,400000.0,20000.0,4000.0,12000.0,10000.0,-13200.0,1.6666666666666667,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.2,3.0,0.25,5000.0,0.0,400000.0,20000.0,4000.0,12000.0,0.0,-2000.0,0.3333333333333333,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.2,3.0,0.25,5000.0,0.5,400000.0,20000.0,4000.0,12000.0,10000.0,-12000.0,1.0,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.2,3.0,0.35,5000.0,0.0,400000.0,20000.0,4000.0,12000.0,0.0,-800.0,0.23809523809523808,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.2,3.0,0.35,5000.0,0.5,400000.0,20000.0,4000.0,12000.0,10000.0,-10800.0,0.7142857142857143,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.4,3.0,0.15,5000.0,0.0,400000.0,20000.0,8000.0,24000.0,0.0,-1400.0,0.5555555555555556,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.4,3.0,0.15,5000.0,0.5,400000.0,20000.0,8000.0,24000.0,10000.0,-11400.0,1.6666666666666667,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.4,3.0,0.25,5000.0,0.0,400000.0,20000.0,8000.0,24000.0,0.0,1000.0,0.3333333333333333,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.4,3.0,0.25,5000.0,0.5,400000.0,20000.0,8000.0,24000.0,10000.0,-9000.0,1.0,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.4,3.0,0.35,5000.0,0.0,400000.0,20000.0,8000.0,24000.0,0.0,3400.0,0.23809523809523808,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.4,3.0,0.35,5000.0,0.5,400000.0,20000.0,8000.0,24000.0,10000.0,-6600.0,0.7142857142857143,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.05,3.0,0.15,5000.0,0.0,400000.0,40000.0,2000.0,6000.0,0.0,-4100.0,0.2777777777777778,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.05,3.0,0.15,5000.0,0.5,400000.0,40000.0,2000.0,6000.0,20000.0,-24100.0,1.3888888888888888,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.05,3.0,0.25,5000.0,0.0,400000.0,40000.0,2000.0,6000.0,0.0,-3500.0,0.16666666666666666,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.05,3.0,0.25,5000.0,0.5,400000.0,40000.0,2000.0,6000.0,20000.0,-23500.0,0.8333333333333334,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.05,3.0,0.35,5000.0,0.0,400000.0,40000.0,2000.0,6000.0,0.0,-2900.0,0.11904761904761904,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.05,3.0,0.35,5000.0,0.5,400000.0,40000.0,2000.0,6000.0,20000.0,-22900.0,0.5952380952380952,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.1,3.0,0.15,5000.0,0.0,400000.0,40000.0,4000.0,12000.0,0.0,-3200.0,0.2777777777777778,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.1,3.0,0.15,5000.0,0.5,400000.0,40000.0,4000.0,12000.0,20000.0,-23200.0,1.3888888888888888,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.1,3.0,0.25,5000.0,0.0,400000.0,40000.0,4000.0,12000.0,0.0,-2000.0,0.16666666666666666,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.1,3.0,0.25,5000.0,0.5,400000.0,40000.0,4000.0,12000.0,20000.0,-22000.0,0.8333333333333334,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.1,3.0,0.35,5000.0,0.0,400000.0,40000.0,4000.0,12000.0,0.0,-800.0,0.11904761904761904,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.1,3.0,0.35,5000.0,0.5,400000.0,40000.0,4000.0,12000.0,20000.0,-20800.0,0.5952380952380952,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.2,3.0,0.15,5000.0,0.0,400000.0,40000.0,8000.0,24000.0,0.0,-1400.0,0.2777777777777778,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.2,3.0,0.15,5000.0,0.5,400000.0,40000.0,8000.0,24000.0,20000.0,-21400.0,1.3888888888888888,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.2,3.0,0.25,5000.0,0.0,400000.0,40000.0,8000.0,24000.0,0.0,1000.0,0.16666666666666666,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.2,3.0,0.25,5000.0,0.5,400000.0,40000.0,8000.0,24000.0,20000.0,-19000.0,0.8333333333333334,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.2,3.0,0.35,5000.0,0.0,400000.0,40000.0,8000.0,24000.0,0.0,3400.0,0.11904761904761904,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.2,3.0,0.35,5000.0,0.5,400000.0,40000.0,8000.0,24000.0,20000.0,-16600.0,0.5952380952380952,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.4,3.0,0.15,5000.0,0.0,400000.0,40000.0,16000.0,48000.0,0.0,2200.0,0.2777777777777778,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.4,3.0,0.15,5000.0,0.5,400000.0,40000.0,16000.0,48000.0,20000.0,-17800.0,1.3888888888888888,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.4,3.0,0.25,5000.0,0.0,400000.0,40000.0,16000.0,48000.0,0.0,7000.0,0.16666666666666666,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.4,3.0,0.25,5000.0,0.5,400000.0,40000.0,16000.0,48000.0,20000.0,-13000.0,0.8333333333333334,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.1,0.4,3.0,0.35,5000.0,0.0,400000.0,40000.0,16000.0,48000.0,0.0,11800.0,0.11904761904761904,Fixed eight,Reminders only
100000,8.0,0.5,0.1,0.4,3.0,0.35,5000.0,0.5,400000.0,40000.0,16000.0,48000.0,20000.0,-8200.0,0.5952380952380952,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.05,3.0,0.15,5000.0,0.0,400000.0,80000.0,4000.0,12000.0,0.0,-3200.0,0.1388888888888889,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.05,3.0,0.15,5000.0,0.5,400000.0,80000.0,4000.0,12000.0,40000.0,-43200.0,1.25,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.05,3.0,0.25,5000.0,0.0,400000.0,80000.0,4000.0,12000.0,0.0,-2000.0,0.08333333333333333,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.05,3.0,0.25,5000.0,0.5,400000.0,80000.0,4000.0,12000.0,40000.0,-42000.0,0.75,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.05,3.0,0.35,5000.0,0.0,400000.0,80000.0,4000.0,12000.0,0.0,-800.0,0.05952380952380952,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.05,3.0,0.35,5000.0,0.5,400000.0,80000.0,4000.0,12000.0,40000.0,-40800.0,0.5357142857142857,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.1,3.0,0.15,5000.0,0.0,400000.0,80000.0,8000.0,24000.0,0.0,-1400.0,0.1388888888888889,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.1,3.0,0.15,5000.0,0.5,400000.0,80000.0,8000.0,24000.0,40000.0,-41400.0,1.25,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.1,3.0,0.25,5000.0,0.0,400000.0,80000.0,8000.0,24000.0,0.0,1000.0,0.08333333333333333,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.1,3.0,0.25,5000.0,0.5,400000.0,80000.0,8000.0,24000.0,40000.0,-39000.0,0.75,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.1,3.0,0.35,5000.0,0.0,400000.0,80000.0,8000.0,24000.0,0.0,3400.0,0.05952380952380952,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.1,3.0,0.35,5000.0,0.5,400000.0,80000.0,8000.0,24000.0,40000.0,-36600.0,0.5357142857142857,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.2,3.0,0.15,5000.0,0.0,400000.0,80000.0,16000.0,48000.0,0.0,2200.0,0.1388888888888889,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.2,3.0,0.15,5000.0,0.5,400000.0,80000.0,16000.0,48000.0,40000.0,-37800.0,1.25,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.2,3.0,0.25,5000.0,0.0,400000.0,80000.0,16000.0,48000.0,0.0,7000.0,0.08333333333333333,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.2,3.0,0.25,5000.0,0.5,400000.0,80000.0,16000.0,48000.0,40000.0,-33000.0,0.75,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.2,3.0,0.35,5000.0,0.0,400000.0,80000.0,16000.0,48000.0,0.0,11800.0,0.05952380952380952,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.2,3.0,0.35,5000.0,0.5,400000.0,80000.0,16000.0,48000.0,40000.0,-28200.0,0.5357142857142857,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.4,3.0,0.15,5000.0,0.0,400000.0,80000.0,32000.0,96000.0,0.0,9400.0,0.1388888888888889,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.4,3.0,0.15,5000.0,0.5,400000.0,80000.0,32000.0,96000.0,40000.0,-30600.0,1.25,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.4,3.0,0.25,5000.0,0.0,400000.0,80000.0,32000.0,96000.0,0.0,19000.0,0.08333333333333333,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.4,3.0,0.25,5000.0,0.5,400000.0,80000.0,32000.0,96000.0,40000.0,-21000.0,0.75,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.2,0.4,3.0,0.35,5000.0,0.0,400000.0,80000.0,32000.0,96000.0,0.0,28600.0,0.05952380952380952,Fixed eight,Reminders only
100000,8.0,0.5,0.2,0.4,3.0,0.35,5000.0,0.5,400000.0,80000.0,32000.0,96000.0,40000.0,-11400.0,0.5357142857142857,Fixed eight,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.05,3.0,0.15,5000.0,0.0,16313.171827370448,815.6585913685225,40.78292956842613,122.34878870527838,0.0,-4981.647681694209,13.622257190313837,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.05,3.0,0.15,5000.0,0.5,16313.171827370448,815.6585913685225,40.78292956842613,122.34878870527838,407.82929568426124,-5389.476977378469,14.73336830142495,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.05,3.0,0.25,5000.0,0.0,16313.171827370448,815.6585913685225,40.78292956842613,122.34878870527838,0.0,-4969.41280282368,8.173354314188302,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.05,3.0,0.25,5000.0,0.5,16313.171827370448,815.6585913685225,40.78292956842613,122.34878870527838,407.82929568426124,-5377.242098507942,8.84002098085497,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.05,3.0,0.35,5000.0,0.0,16313.171827370448,815.6585913685225,40.78292956842613,122.34878870527838,0.0,-4957.1779239531525,5.838110224420216,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.05,3.0,0.35,5000.0,0.5,16313.171827370448,815.6585913685225,40.78292956842613,122.34878870527838,407.82929568426124,-5365.007219637414,6.314300700610692,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.1,3.0,0.15,5000.0,0.0,16313.171827370448,815.6585913685225,81.56585913685225,244.69757741055676,0.0,-4963.295363388416,13.622257190313837,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.1,3.0,0.15,5000.0,0.5,16313.171827370448,815.6585913685225,81.56585913685225,244.69757741055676,407.82929568426124,-5371.124659072678,14.73336830142495,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.1,3.0,0.25,5000.0,0.0,16313.171827370448,815.6585913685225,81.56585913685225,244.69757741055676,0.0,-4938.825605647361,8.173354314188302,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.1,3.0,0.25,5000.0,0.5,16313.171827370448,815.6585913685225,81.56585913685225,244.69757741055676,407.82929568426124,-5346.654901331622,8.84002098085497,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.1,3.0,0.35,5000.0,0.0,16313.171827370448,815.6585913685225,81.56585913685225,244.69757741055676,0.0,-4914.355847906305,5.838110224420216,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.1,3.0,0.35,5000.0,0.5,16313.171827370448,815.6585913685225,81.56585913685225,244.69757741055676,407.82929568426124,-5322.185143590566,6.314300700610692,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.2,3.0,0.15,5000.0,0.0,16313.171827370448,815.6585913685225,163.1317182737045,489.3951548211135,0.0,-4926.5907267768325,13.622257190313837,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.2,3.0,0.15,5000.0,0.5,16313.171827370448,815.6585913685225,163.1317182737045,489.3951548211135,407.82929568426124,-5334.420022461094,14.73336830142495,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.2,3.0,0.25,5000.0,0.0,16313.171827370448,815.6585913685225,163.1317182737045,489.3951548211135,0.0,-4877.651211294721,8.173354314188302,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.2,3.0,0.25,5000.0,0.5,16313.171827370448,815.6585913685225,163.1317182737045,489.3951548211135,407.82929568426124,-5285.480506978983,8.84002098085497,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.2,3.0,0.35,5000.0,0.0,16313.171827370448,815.6585913685225,163.1317182737045,489.3951548211135,0.0,-4828.71169581261,5.838110224420216,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.2,3.0,0.35,5000.0,0.5,16313.171827370448,815.6585913685225,163.1317182737045,489.3951548211135,407.82929568426124,-5236.540991496871,6.314300700610692,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.4,3.0,0.15,5000.0,0.0,16313.171827370448,815.6585913685225,326.263436547409,978.790309642227,0.0,-4853.181453553666,13.622257190313837,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.4,3.0,0.15,5000.0,0.5,16313.171827370448,815.6585913685225,326.263436547409,978.790309642227,407.82929568426124,-5261.0107492379275,14.73336830142495,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.4,3.0,0.25,5000.0,0.0,16313.171827370448,815.6585913685225,326.263436547409,978.790309642227,0.0,-4755.302422589443,8.173354314188302,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.4,3.0,0.25,5000.0,0.5,16313.171827370448,815.6585913685225,326.263436547409,978.790309642227,407.82929568426124,-5163.131718273705,8.84002098085497,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.05,0.4,3.0,0.35,5000.0,0.0,16313.171827370448,815.6585913685225,326.263436547409,978.790309642227,0.0,-4657.423391625221,5.838110224420216,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.05,0.4,3.0,0.35,5000.0,0.5,16313.171827370448,815.6585913685225,326.263436547409,978.790309642227,407.82929568426124,-5065.252687309482,6.314300700610692,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.05,3.0,0.15,5000.0,0.0,16313.171827370448,1631.317182737045,81.56585913685225,244.69757741055676,0.0,-4963.295363388416,6.8111285951569185,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.05,3.0,0.15,5000.0,0.5,16313.171827370448,1631.317182737045,81.56585913685225,244.69757741055676,815.6585913685225,-5778.953954756939,7.922239706268029,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.05,3.0,0.25,5000.0,0.0,16313.171827370448,1631.317182737045,81.56585913685225,244.69757741055676,0.0,-4938.825605647361,4.086677157094151,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.05,3.0,0.25,5000.0,0.5,16313.171827370448,1631.317182737045,81.56585913685225,244.69757741055676,815.6585913685225,-5754.484197015883,4.753343823760818,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.05,3.0,0.35,5000.0,0.0,16313.171827370448,1631.317182737045,81.56585913685225,244.69757741055676,0.0,-4914.355847906305,2.919055112210108,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.05,3.0,0.35,5000.0,0.5,16313.171827370448,1631.317182737045,81.56585913685225,244.69757741055676,815.6585913685225,-5730.014439274828,3.395245588400584,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.1,3.0,0.15,5000.0,0.0,16313.171827370448,1631.317182737045,163.1317182737045,489.3951548211135,0.0,-4926.5907267768325,6.8111285951569185,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.1,3.0,0.15,5000.0,0.5,16313.171827370448,1631.317182737045,163.1317182737045,489.3951548211135,815.6585913685225,-5742.249318145356,7.922239706268029,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.1,3.0,0.25,5000.0,0.0,16313.171827370448,1631.317182737045,163.1317182737045,489.3951548211135,0.0,-4877.651211294721,4.086677157094151,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.1,3.0,0.25,5000.0,0.5,16313.171827370448,1631.317182737045,163.1317182737045,489.3951548211135,815.6585913685225,-5693.309802663244,4.753343823760818,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.1,3.0,0.35,5000.0,0.0,16313.171827370448,1631.317182737045,163.1317182737045,489.3951548211135,0.0,-4828.71169581261,2.919055112210108,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.1,3.0,0.35,5000.0,0.5,16313.171827370448,1631.317182737045,163.1317182737045,489.3951548211135,815.6585913685225,-5644.370287181133,3.395245588400584,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.2,3.0,0.15,5000.0,0.0,16313.171827370448,1631.317182737045,326.263436547409,978.790309642227,0.0,-4853.181453553666,6.8111285951569185,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.2,3.0,0.15,5000.0,0.5,16313.171827370448,1631.317182737045,326.263436547409,978.790309642227,815.6585913685225,-5668.840044922188,7.922239706268029,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.2,3.0,0.25,5000.0,0.0,16313.171827370448,1631.317182737045,326.263436547409,978.790309642227,0.0,-4755.302422589443,4.086677157094151,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.2,3.0,0.25,5000.0,0.5,16313.171827370448,1631.317182737045,326.263436547409,978.790309642227,815.6585913685225,-5570.961013957965,4.753343823760818,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.2,3.0,0.35,5000.0,0.0,16313.171827370448,1631.317182737045,326.263436547409,978.790309642227,0.0,-4657.423391625221,2.919055112210108,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.2,3.0,0.35,5000.0,0.5,16313.171827370448,1631.317182737045,326.263436547409,978.790309642227,815.6585913685225,-5473.081982993743,3.395245588400584,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.4,3.0,0.15,5000.0,0.0,16313.171827370448,1631.317182737045,652.526873094818,1957.580619284454,0.0,-4706.362907107332,6.8111285951569185,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.4,3.0,0.15,5000.0,0.5,16313.171827370448,1631.317182737045,652.526873094818,1957.580619284454,815.6585913685225,-5522.021498475854,7.922239706268029,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.4,3.0,0.25,5000.0,0.0,16313.171827370448,1631.317182737045,652.526873094818,1957.580619284454,0.0,-4510.6048451788865,4.086677157094151,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.4,3.0,0.25,5000.0,0.5,16313.171827370448,1631.317182737045,652.526873094818,1957.580619284454,815.6585913685225,-5326.263436547409,4.753343823760818,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.1,0.4,3.0,0.35,5000.0,0.0,16313.171827370448,1631.317182737045,652.526873094818,1957.580619284454,0.0,-4314.846783250441,2.919055112210108,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.1,0.4,3.0,0.35,5000.0,0.5,16313.171827370448,1631.317182737045,652.526873094818,1957.580619284454,815.6585913685225,-5130.505374618963,3.395245588400584,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.05,3.0,0.15,5000.0,0.0,16313.171827370448,3262.63436547409,163.1317182737045,489.3951548211135,0.0,-4926.5907267768325,3.4055642975784592,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.05,3.0,0.15,5000.0,0.5,16313.171827370448,3262.63436547409,163.1317182737045,489.3951548211135,1631.317182737045,-6557.907909513878,4.51667540868957,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.05,3.0,0.25,5000.0,0.0,16313.171827370448,3262.63436547409,163.1317182737045,489.3951548211135,0.0,-4877.651211294721,2.0433385785470755,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.05,3.0,0.25,5000.0,0.5,16313.171827370448,3262.63436547409,163.1317182737045,489.3951548211135,1631.317182737045,-6508.968394031766,2.7100052452137424,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.05,3.0,0.35,5000.0,0.0,16313.171827370448,3262.63436547409,163.1317182737045,489.3951548211135,0.0,-4828.71169581261,1.459527556105054,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.05,3.0,0.35,5000.0,0.5,16313.171827370448,3262.63436547409,163.1317182737045,489.3951548211135,1631.317182737045,-6460.028878549655,1.9357180322955303,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.1,3.0,0.15,5000.0,0.0,16313.171827370448,3262.63436547409,326.263436547409,978.790309642227,0.0,-4853.181453553666,3.4055642975784592,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.1,3.0,0.15,5000.0,0.5,16313.171827370448,3262.63436547409,326.263436547409,978.790309642227,1631.317182737045,-6484.498636290711,4.51667540868957,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.1,3.0,0.25,5000.0,0.0,16313.171827370448,3262.63436547409,326.263436547409,978.790309642227,0.0,-4755.302422589443,2.0433385785470755,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.1,3.0,0.25,5000.0,0.5,16313.171827370448,3262.63436547409,326.263436547409,978.790309642227,1631.317182737045,-6386.619605326488,2.7100052452137424,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.1,3.0,0.35,5000.0,0.0,16313.171827370448,3262.63436547409,326.263436547409,978.790309642227,0.0,-4657.423391625221,1.459527556105054,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.1,3.0,0.35,5000.0,0.5,16313.171827370448,3262.63436547409,326.263436547409,978.790309642227,1631.317182737045,-6288.740574362266,1.9357180322955303,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.2,3.0,0.15,5000.0,0.0,16313.171827370448,3262.63436547409,652.526873094818,1957.580619284454,0.0,-4706.362907107332,3.4055642975784592,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.2,3.0,0.15,5000.0,0.5,16313.171827370448,3262.63436547409,652.526873094818,1957.580619284454,1631.317182737045,-6337.680089844377,4.51667540868957,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.2,3.0,0.25,5000.0,0.0,16313.171827370448,3262.63436547409,652.526873094818,1957.580619284454,0.0,-4510.6048451788865,2.0433385785470755,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.2,3.0,0.25,5000.0,0.5,16313.171827370448,3262.63436547409,652.526873094818,1957.580619284454,1631.317182737045,-6141.922027915932,2.7100052452137424,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.2,3.0,0.35,5000.0,0.0,16313.171827370448,3262.63436547409,652.526873094818,1957.580619284454,0.0,-4314.846783250441,1.459527556105054,Confidence filtered,Reminders only
100000,1.6313171827370447,0.1,0.2,0.2,3.0,0.35,5000.0,0.5,16313.171827370448,3262.63436547409,652.526873094818,1957.580619284454,1631.317182737045,-5946.163965987486,1.9357180322955303,Confidence filtered,Reminders plus $0.50 coupon
100000,1.6313171827370447,0.1,0.2,0.4,3.0,0.15,5000.0,0.0,16313.171827370448,3262.63436547409,1305.053746189636,3915.161238568908,0.0,-4412.725814214664,3.4055642975784592,Confidence filtered,Reminders only
