household_id,date,split,eligible,candidates,basket_items,candidate_actual_items
1166,2017-12-11,test,1,120,12,4
1166,2017-12-16,test,1,120,14,3
1166,2017-12-17,test,1,120,1,1
1166,2017-12-19,test,1,120,56,17
1166,2017-12-23,test,1,120,5,0
1166,2017-12-30,test,1,120,5,3
1167,2017-04-21,train,1,120,5,0
1167,2017-05-01,train,1,120,21,9
1167,2017-05-10,train,1,120,2,1
1167,2017-05-26,train,1,120,2,1
1167,2017-06-23,train,1,120,14,5
1167,2017-07-06,train,1,120,1,0
1167,2017-07-17,train,1,120,4,1
1167,2017-07-31,train,1,120,8,3
1167,2017-08-20,train,1,120,27,15
1167,2017-09-20,train,1,120,9,3
1167,2017-10-02,validation,1,120,5,0
1167,2017-10-04,validation,1,120,14,6
1167,2017-10-14,validation,1,120,20,9
1167,2017-10-15,validation,1,120,6,0
1167,2017-10-18,validation,1,120,7,2
1167,2017-10-27,validation,1,120,25,6
1167,2017-10-31,validation,1,120,10,3
1167,2017-11-07,test,1,120,8,6
1167,2017-11-12,test,1,120,13,6
1167,2017-11-16,test,1,120,24,12
1167,2017-12-06,test,1,120,43,18
1167,2017-12-14,test,1,120,10,4
1167,2017-12-23,test,1,120,2,0
1167,2017-12-27,test,1,120,17,9
1168,2017-04-06,train,1,44,2,1
1168,2017-04-23,train,1,49,1,0
1168,2017-06-25,train,1,54,2,0
1168,2017-07-16,train,1,52,4,2
1168,2017-08-31,train,1,41,1,0
1168,2017-10-11,validation,1,29,2,1
1168,2017-10-21,validation,1,23,2,0
1168,2017-11-04,test,1,25,2,0
1168,2017-11-05,test,1,27,2,0
1168,2017-11-20,test,1,28,3,0
1168,2017-12-01,test,1,31,3,1
1168,2017-12-08,test,1,31,3,2
1168,2017-12-10,test,1,32,2,1
1168,2017-12-17,test,1,33,2,2
1168,2017-12-18,test,1,33,4,0
1172,2017-04-05,train,1,120,5,2
1172,2017-05-17,train,1,120,4,0
1172,2017-06-13,train,1,120,11,1
1172,2017-06-27,train,1,120,6,1
1172,2017-07-03,train,1,120,2,0
1172,2017-07-13,train,1,120,1,1
1172,2017-07-21,train,1,120,6,1
1172,2017-07-27,train,1,120,2,1
1172,2017-07-31,train,1,120,2,0
1172,2017-08-04,train,1,120,16,4
1172,2017-08-18,train,1,120,37,8
1172,2017-08-27,train,1,120,1,0
1172,2017-09-03,train,1,120,4,3
1172,2017-09-18,train,1,120,18,4
1172,2017-10-01,validation,1,120,6,2
1172,2017-10-08,validation,1,120,1,1
1172,2017-10-10,validation,1,120,7,3
1172,2017-10-11,validation,1,120,1,1
1172,2017-10-17,validation,1,120,2,1
1172,2017-10-20,validation,1,120,3,0
1172,2017-10-22,validation,1,120,3,0
1172,2017-10-25,validation,1,120,4,0
1172,2017-10-29,validation,1,120,1,0
1172,2017-11-14,test,1,120,1,0
1172,2017-11-18,test,1,120,3,0
1172,2017-11-23,test,1,120,18,2
1172,2017-11-27,test,1,120,6,0
1172,2017-11-28,test,1,120,1,0
1172,2017-12-02,test,1,120,3,2
1172,2017-12-03,test,1,120,1,1
1172,2017-12-08,test,1,120,1,0
1172,2017-12-09,test,1,120,2,0
1172,2017-12-13,test,1,120,6,0
1172,2017-12-16,test,1,120,17,2
1172,2017-12-21,test,1,120,2,0
1172,2017-12-22,test,1,120,3,3
1172,2017-12-29,test,1,120,4,1
1172,2017-12-30,test,1,120,1,1
1172,2017-12-31,test,1,120,11,3
1174,2017-04-15,train,1,120,4,2
1174,2017-05-16,train,1,120,3,0
1174,2017-06-28,train,1,120,9,0
1174,2017-07-23,train,1,120,3,1
1174,2017-07-30,train,1,120,5,2
1174,2017-08-11,train,1,120,2,1
1174,2017-08-27,train,1,120,22,7
1174,2017-09-15,train,1,120,5,2
1174,2017-09-23,train,1,120,3,0
1174,2017-10-11,validation,1,120,8,0
1174,2017-10-19,validation,1,120,5,2
1174,2017-10-28,validation,1,120,9,0
1174,2017-11-04,test,1,120,7,1
1174,2017-11-05,test,1,120,14,2
1174,2017-11-06,test,1,120,4,0
1174,2017-12-09,test,1,120,3,0
1174,2017-12-18,test,1,120,27,7
1174,2017-12-20,test,1,120,1,0
1174,2017-12-26,test,1,120,11,3
1174,2017-12-29,test,1,120,37,8
1174,2017-12-31,test,1,120,13,4
118,2017-04-22,train,1,107,23,17
118,2017-05-20,train,1,120,25,16
118,2017-06-10,train,1,120,5,4
118,2017-07-03,train,1,120,22,13
118,2017-08-03,train,1,120,3,0
118,2017-08-26,train,1,120,33,22
118,2017-10-05,validation,1,120,47,34
118,2017-10-14,validation,1,120,1,0
118,2017-10-21,validation,1,120,49,36
118,2017-11-07,test,1,120,39,27
118,2017-11-17,test,1,120,23,10
118,2017-12-01,test,1,120,39,19
118,2017-12-15,test,1,120,27,13
118,2017-12-26,test,1,120,22,14
1186,2017-05-02,train,1,110,38,3
1186,2017-05-25,train,1,120,13,6
1186,2017-06-06,train,1,120,5,1
1186,2017-06-15,train,1,120,7,4
1186,2017-07-15,train,1,120,23,5
1186,2017-08-11,train,1,120,4,0
1186,2017-09-12,train,1,120,2,2
1186,2017-10-07,validation,1,120,25,5
1186,2017-10-16,validation,1,120,18,3
1186,2017-10-21,validation,1,120,5,2
1186,2017-10-31,validation,1,120,10,3
1186,2017-11-08,test,1,120,3,0
1186,2017-11-16,test,1,120,34,6
1186,2017-11-21,test,1,120,3,1
1186,2017-11-27,test,1,120,2,1
1186,2017-12-05,test,1,120,65,9
1186,2017-12-08,test,1,120,16,1
1186,2017-12-22,test,1,120,7,1
1186,2017-12-28,test,1,120,55,13
1188,2017-04-14,train,1,98,2,0
1188,2017-05-13,train,1,120,20,7
1188,2017-06-19,train,1,120,19,2
1188,2017-07-22,train,1,120,8,1
1188,2017-08-06,train,1,120,30,11
1188,2017-08-29,train,1,120,10,2
1188,2017-09-11,train,1,120,10,2
1188,2017-09-20,train,1,120,4,2
1188,2017-09-25,train,1,120,2,0
1188,2017-10-01,validation,1,120,4,1
1188,2017-10-06,validation,1,120,2,1
1188,2017-10-07,validation,1,120,18,8
1188,2017-10-10,validation,1,120,19,5
1188,2017-10-12,validation,1,120,9,5
1188,2017-10-16,validation,1,120,20,5
1188,2017-10-21,validation,1,120,7,4
1188,2017-10-23,validation,1,120,18,7
1188,2017-10-24,validation,1,120,8,4
1188,2017-10-25,validation,1,120,5,2
1188,2017-11-01,test,1,120,3,1
1188,2017-11-03,test,1,120,6,2
1188,2017-11-05,test,1,120,5,2
1188,2017-11-11,test,1,120,15,5
1188,2017-11-12,test,1,120,3,0
1188,2017-11-13,test,1,120,1,0
1188,2017-11-18,test,1,120,39,9
1188,2017-11-20,test,1,120,11,2
1188,2017-11-24,test,1,120,12,1
1188,2017-11-27,test,1,120,18,6
1188,2017-12-06,test,1,120,3,1
1188,2017-12-09,test,1,120,33,9
1188,2017-12-10,test,1,120,10,6
1188,2017-12-11,test,1,120,10,3
1188,2017-12-12,test,1,120,7,3
1188,2017-12-19,test,1,120,20,5
1188,2017-12-21,test,1,120,4,1
1188,2017-12-23,test,1,120,41,8
1188,2017-12-24,test,1,120,3,1
1188,2017-12-27,test,1,120,14,3
1188,2017-12-30,test,1,120,20,7
1189,2017-05-07,train,0,13,2,1
1189,2017-07-02,train,1,19,3,1
1189,2017-09-03,train,1,29,2,0
1189,2017-10-19,validation,1,25,9,0
1189,2017-11-23,test,1,33,3,0
1189,2017-11-24,test,1,36,2,0
1189,2017-11-25,test,1,38,4,0
1189,2017-11-27,test,1,40,25,4
1189,2017-11-30,test,1,61,1,0
1189,2017-12-29,test,1,58,7,0
1189,2017-12-30,test,1,63,5,1
1192,2017-04-22,train,1,61,17,8
1192,2017-07-14,train,1,75,1,0
1192,2017-07-31,train,1,68,8,0
1192,2017-09-04,train,1,63,49,3
1192,2017-09-14,train,1,118,5,2
1192,2017-10-03,validation,1,120,3,0
1192,2017-10-11,validation,1,120,4,1
1192,2017-10-18,validation,1,120,3,2
1192,2017-11-14,test,1,120,2,0
1192,2017-11-25,test,1,120,3,0
1192,2017-11-28,test,1,120,3,1
1192,2017-12-03,test,1,120,11,0
1192,2017-12-12,test,1,120,1,0
1192,2017-12-14,test,1,120,1,1
1192,2017-12-15,test,1,120,3,0
1192,2017-12-31,test,1,120,7,2
1197,2017-04-10,train,1,120,17,2
1197,2017-05-01,train,1,120,51,9
1197,2017-05-21,train,1,120,39,7
1197,2017-06-04,train,1,120,17,7
1197,2017-07-03,train,1,120,5,2
1197,2017-07-13,train,1,120,14,4
1197,2017-08-01,train,1,120,17,5
1197,2017-08-26,train,1,120,76,15
1197,2017-09-11,train,1,120,9,5
1197,2017-10-02,validation,1,120,32,5
1197,2017-10-06,validation,1,120,2,0
1197,2017-10-10,validation,1,120,19,1
1197,2017-10-13,validation,1,120,7,1
1197,2017-10-15,validation,1,120,36,9
1197,2017-10-21,validation,1,120,1,1
1197,2017-10-24,validation,1,120,12,4
1197,2017-11-01,test,1,120,18,8
1197,2017-11-05,test,1,120,11,6
1197,2017-11-11,test,1,120,45,11
1197,2017-11-20,test,1,120,4,1
1197,2017-11-24,test,1,120,13,2
1197,2017-11-26,test,1,120,19,8
1197,2017-12-03,test,1,120,52,15
1197,2017-12-19,test,1,120,41,13
1197,2017-12-20,test,1,120,2,0
1197,2017-12-22,test,1,120,3,0
1197,2017-12-23,test,1,120,18,3
1197,2017-12-29,test,1,120,1,1
120,2017-04-13,train,0,9,1,0
1200,2017-04-15,train,0,53,42,0
1200,2017-06-15,train,1,115,29,7
1200,2017-08-03,train,1,120,25,5
1200,2017-10-10,validation,1,120,35,4
1200,2017-10-14,validation,1,120,1,1
1200,2017-11-14,test,1,120,3,0
1200,2017-12-03,test,1,110,70,16
1204,2017-05-25,train,1,76,14,4
1204,2017-06-19,train,1,112,5,1
1204,2017-07-16,train,1,111,14,6
1204,2017-08-02,train,1,120,1,0
1204,2017-08-21,train,1,120,3,1
1204,2017-09-20,train,1,120,3,0
1204,2017-10-19,validation,1,120,4,0
1204,2017-10-22,validation,1,120,16,4
1204,2017-11-23,test,1,120,13,3
1204,2017-11-24,test,1,120,19,5
1204,2017-12-18,test,1,120,4,0
1205,2017-04-08,train,1,120,9,2
1205,2017-04-26,train,1,120,18,3
1205,2017-05-14,train,1,120,5,1
1205,2017-05-23,train,1,120,17,0
1205,2017-06-10,train,1,120,4,1
1205,2017-07-08,train,1,120,9,2
1205,2017-07-20,train,1,120,1,0
1205,2017-08-01,train,1,120,1,0
1205,2017-08-07,train,1,120,30,6
1205,2017-08-24,train,1,120,7,2
1205,2017-09-07,train,1,120,67,12
1205,2017-10-01,validation,1,120,5,3
1205,2017-10-07,validation,1,120,3,2
1205,2017-10-12,validation,1,120,16,5
1205,2017-10-16,validation,1,120,50,15
1205,2017-10-17,validation,1,120,6,1
1205,2017-10-20,validation,1,120,11,4
1205,2017-10-22,validation,1,120,15,5
1205,2017-11-01,test,1,120,1,1
1205,2017-11-09,test,1,120,20,6
1205,2017-11-13,test,1,120,17,3
1205,2017-11-17,test,1,120,24,4
1205,2017-11-18,test,1,120,14,6
1205,2017-11-19,test,1,120,3,1
1205,2017-11-21,test,1,120,8,6
1205,2017-11-22,test,1,120,2,1
1205,2017-11-28,test,1,120,8,5
1205,2017-12-01,test,1,120,4,2
1205,2017-12-11,test,1,120,2,0
1205,2017-12-21,test,1,120,27,4
1207,2017-04-17,train,1,24,3,1
1207,2017-05-07,train,1,27,2,1
1207,2017-05-26,train,1,48,5,2
1207,2017-06-10,train,1,52,2,2
1207,2017-07-02,train,1,73,3,1
1207,2017-07-13,train,1,78,3,3
1207,2017-08-07,train,1,79,1,0
1207,2017-08-28,train,1,81,1,1
1207,2017-09-18,train,1,80,1,0
1207,2017-10-08,validation,1,77,1,1
1207,2017-11-18,test,1,55,6,1
1207,2017-11-26,test,1,60,3,0
1207,2017-12-10,test,1,60,5,3
1207,2017-12-24,test,1,42,5,0
121,2017-04-02,train,1,120,3,0
121,2017-04-14,train,1,120,1,1
121,2017-05-01,train,1,120,7,3
121,2017-05-10,train,1,120,28,4
121,2017-05-16,train,1,120,8,2
121,2017-05-28,train,1,120,1,0
121,2017-06-01,train,1,120,1,0
121,2017-06-29,train,1,120,2,0
121,2017-07-04,train,1,120,16,2
121,2017-07-28,train,1,120,5,2
121,2017-08-10,train,1,120,5,2
121,2017-09-05,train,1,120,1,1
121,2017-10-12,validation,1,120,19,9
121,2017-10-16,validation,1,120,1,0
121,2017-10-22,validation,1,120,2,0
121,2017-11-07,test,1,120,1,0
121,2017-11-13,test,1,120,1,0
121,2017-11-17,test,1,120,2,0
121,2017-12-21,test,1,104,4,1
1210,2017-06-05,train,0,21,5,0
1210,2017-08-01,train,1,84,4,1
1210,2017-08-22,train,1,115,2,0
1210,2017-09-13,train,1,120,3,0
1210,2017-10-14,validation,1,120,3,1
1210,2017-10-21,validation,1,120,3,0
1210,2017-10-28,validation,1,120,3,2
1210,2017-11-04,test,1,120,1,1
1210,2017-11-13,test,1,120,5,2
1210,2017-12-16,test,1,93,5,2
1213,2017-09-09,train,0,7,23,0
1213,2017-11-21,test,1,29,8,0
1213,2017-11-28,test,1,37,7,1
1213,2017-12-24,test,1,41,6,1
1217,2017-04-01,train,0,106,70,20
1217,2017-04-23,train,1,120,3,1
1217,2017-05-28,train,1,120,7,0
1217,2017-07-21,train,1,120,11,1
1217,2017-10-26,validation,1,120,19,1
1217,2017-10-28,validation,1,120,17,5
1217,2017-11-12,test,1,120,7,2
1217,2017-11-19,test,1,120,40,3
1217,2017-12-04,test,1,120,24,0
1217,2017-12-09,test,1,120,28,2
1217,2017-12-30,test,1,120,25,3
1218,2017-04-28,train,1,120,2,0
1218,2017-05-30,train,1,120,38,9
1218,2017-06-05,train,1,120,54,18
1218,2017-07-03,train,1,120,18,10
1218,2017-07-12,train,1,120,1,0
1218,2017-08-29,train,1,120,5,1
1218,2017-09-14,train,1,120,2,0
1218,2017-09-25,train,1,120,6,1
1218,2017-10-20,validation,1,120,6,1
1218,2017-10-27,validation,1,120,4,0
1218,2017-11-02,test,1,120,18,9
1218,2017-11-14,test,1,120,6,1
1218,2017-11-22,test,1,120,25,5
1218,2017-12-01,test,1,120,14,10
1218,2017-12-07,test,1,120,2,2
1218,2017-12-08,test,1,120,3,0
1218,2017-12-10,test,1,120,5,2
1218,2017-12-21,test,1,120,2,1
1218,2017-12-29,test,1,120,5,2
1220,2017-05-11,train,1,71,1,0
1220,2017-06-06,train,1,85,1,0
1220,2017-07-04,train,1,88,3,1
1220,2017-08-29,train,1,74,3,0
1220,2017-09-19,train,1,49,5,0
1220,2017-11-11,test,1,41,7,1
1220,2017-12-14,test,1,33,18,0
1222,2017-04-09,train,1,120,21,5
1222,2017-04-16,train,1,120,22,7
1222,2017-05-11,train,1,120,16,5
1222,2017-05-21,train,1,120,3,3
1222,2017-06-01,train,1,120,7,3
1222,2017-06-07,train,1,120,4,2
1222,2017-06-18,train,1,120,7,1
1222,2017-07-11,train,1,120,2,1
1222,2017-07-26,train,1,120,8,4
1222,2017-08-06,train,1,120,1,1
1222,2017-08-31,train,1,120,12,4
1222,2017-09-07,train,1,120,19,7
1222,2017-09-17,train,1,120,2,0
1222,2017-09-29,train,1,120,33,11
1222,2017-10-01,validation,1,120,9,4
1222,2017-10-03,validation,1,120,7,2
1222,2017-10-09,validation,1,120,16,5
1222,2017-10-13,validation,1,120,12,3
1222,2017-10-17,validation,1,120,3,0
1222,2017-10-24,validation,1,120,4,0
1222,2017-10-27,validation,1,120,6,2
1222,2017-11-11,test,1,120,12,5
1222,2017-11-13,test,1,120,2,0
1222,2017-11-16,test,1,120,6,3
1222,2017-11-30,test,1,120,15,5
1222,2017-12-05,test,1,120,13,4
1222,2017-12-06,test,1,120,4,2
1222,2017-12-19,test,1,120,9,4
1222,2017-12-23,test,1,120,4,0
1222,2017-12-27,test,1,120,8,1
1226,2017-04-15,train,1,120,9,0
1226,2017-05-08,train,1,120,35,8
1226,2017-05-21,train,1,120,11,1
1226,2017-06-11,train,1,120,31,6
1226,2017-06-26,train,1,120,36,6
1226,2017-07-25,train,1,120,38,11
1226,2017-09-03,train,1,120,35,5
1226,2017-10-01,validation,1,120,37,15
1226,2017-10-03,validation,1,120,7,2
1226,2017-10-05,validation,1,120,25,8
1226,2017-10-06,validation,1,120,4,0
1226,2017-10-07,validation,1,120,4,0
1226,2017-10-14,validation,1,120,24,12
1226,2017-10-23,validation,1,120,71,18
1226,2017-10-30,validation,1,120,40,13
1226,2017-11-06,test,1,120,59,20
1226,2017-11-19,test,1,120,13,2
1226,2017-11-26,test,1,120,53,17
1226,2017-12-06,test,1,120,60,17
1226,2017-12-12,test,1,120,19,8
1226,2017-12-20,test,1,120,58,19
1226,2017-12-23,test,1,120,16,5
1226,2017-12-30,test,1,120,19,6
123,2017-04-10,train,1,120,2,2
123,2017-04-22,train,1,120,15,8
123,2017-05-07,train,1,120,2,1
123,2017-05-20,train,1,120,12,5
123,2017-05-27,train,1,120,13,10
123,2017-06-12,train,1,120,13,7
123,2017-07-02,train,1,120,12,6
123,2017-07-17,train,1,120,9,4
123,2017-07-30,train,1,120,16,9
123,2017-08-14,train,1,120,4,1
123,2017-08-28,train,1,120,13,8
123,2017-09-16,train,1,120,10,5
123,2017-10-01,validation,1,120,13,5
123,2017-10-03,validation,1,120,3,2
123,2017-10-10,validation,1,120,19,14
123,2017-10-11,validation,1,120,1,0
123,2017-10-14,validation,1,120,13,6
123,2017-10-20,validation,1,120,2,0
123,2017-10-25,validation,1,120,5,3
123,2017-10-29,validation,1,120,8,5
123,2017-11-05,test,1,120,11,5
123,2017-11-06,test,1,120,2,1
123,2017-11-14,test,1,120,11,10
123,2017-11-16,test,1,120,1,0
123,2017-11-20,test,1,120,1,1
123,2017-11-26,test,1,120,9,3
123,2017-12-02,test,1,120,10,5
123,2017-12-09,test,1,120,5,1
123,2017-12-17,test,1,120,8,0
123,2017-12-21,test,1,120,4,1
123,2017-12-29,test,1,120,17,8
1231,2017-05-23,train,1,91,2,1
1231,2017-06-26,train,1,111,5,1
1231,2017-07-22,train,1,120,13,6
1231,2017-08-25,train,1,96,16,9
1231,2017-09-09,train,1,109,10,8
1231,2017-10-07,validation,1,109,8,7
1231,2017-10-21,validation,1,110,15,5
1231,2017-11-04,test,1,115,21,6
1231,2017-11-17,test,1,120,18,10
1231,2017-11-19,test,1,120,10,0
1231,2017-12-07,test,1,120,25,8
1231,2017-12-16,test,1,120,17,9
1231,2017-12-22,test,1,120,11,3
1232,2017-06-07,train,1,77,17,3
1232,2017-09-18,train,1,37,4,1
1239,2017-06-18,train,1,119,39,18
1239,2017-12-03,test,1,76,32,11
1240,2017-04-04,train,1,120,9,5
1240,2017-04-13,train,1,120,6,0
1240,2017-04-28,train,1,120,5,3
1240,2017-05-06,train,1,120,2,0
1240,2017-05-11,train,1,120,20,9
1240,2017-05-23,train,1,120,45,26
1240,2017-06-09,train,1,120,11,8
1240,2017-06-21,train,1,120,25,13
1240,2017-07-05,train,1,120,3,1
1240,2017-07-24,train,1,120,2,0
1240,2017-08-07,train,1,120,17,10
1240,2017-08-20,train,1,120,31,11
1240,2017-08-30,train,1,120,11,2
1240,2017-09-03,train,1,120,39,12
1240,2017-09-15,train,1,120,5,2
1240,2017-09-27,train,1,120,9,1
1240,2017-10-15,validation,1,120,1,0
1240,2017-10-22,validation,1,120,49,22
1240,2017-11-05,test,1,120,33,12
1240,2017-11-11,test,1,120,19,5
1240,2017-11-12,test,1,120,2,0
1240,2017-11-22,test,1,120,5,1
1240,2017-11-23,test,1,120,15,4
1240,2017-11-26,test,1,120,1,0
1240,2017-11-29,test,1,120,16,10
1240,2017-12-02,test,1,120,2,0
1240,2017-12-03,test,1,120,48,23
1240,2017-12-09,test,1,120,29,6
1240,2017-12-15,test,1,120,23,7
1240,2017-12-16,test,1,120,1,0
1240,2017-12-21,test,1,120,18,6
1240,2017-12-22,test,1,120,58,15
1240,2017-12-23,test,1,120,29,5
1240,2017-12-28,test,1,120,5,3
1240,2017-12-29,test,1,120,16,9
1240,2017-12-31,test,1,120,1,0
1247,2017-04-07,train,1,120,23,14
1247,2017-04-27,train,1,120,5,4
1247,2017-05-08,train,1,120,41,26
1247,2017-05-25,train,1,120,9,2
1247,2017-05-31,train,1,120,31,16
1247,2017-06-13,train,1,120,13,6
1247,2017-07-05,train,1,120,33,18
1247,2017-07-19,train,1,120,48,23
1247,2017-08-06,train,1,120,19,10
1247,2017-08-29,train,1,120,37,18
1247,2017-09-11,train,1,120,38,25
1247,2017-10-02,validation,1,120,18,14
1247,2017-10-17,validation,1,120,18,11
1247,2017-10-21,validation,1,120,11,5
1247,2017-10-22,validation,1,120,23,13
1247,2017-10-29,validation,1,120,39,24
1247,2017-11-10,test,1,120,23,16
1247,2017-11-16,test,1,120,36,18
1247,2017-11-19,test,1,120,23,15
1247,2017-11-21,test,1,120,5,0
1247,2017-11-27,test,1,120,31,19
1247,2017-12-04,test,1,120,31,16
1247,2017-12-05,test,1,120,7,2
1247,2017-12-17,test,1,120,26,16
1247,2017-12-22,test,1,120,8,6
1247,2017-12-28,test,1,120,18,10
1249,2017-05-06,train,0,22,6,1
1249,2017-08-08,train,1,35,5,3
1249,2017-11-04,test,1,12,25,4
1249,2017-12-16,test,1,28,17,3
1256,2017-04-06,train,1,120,8,4
1256,2017-04-12,train,1,120,4,1
1256,2017-04-25,train,1,120,4,3
1256,2017-05-06,train,1,120,1,0
1256,2017-05-15,train,1,120,6,6
1256,2017-05-27,train,1,120,1,1
1256,2017-06-01,train,1,120,4,1
1256,2017-06-19,train,1,120,11,3
1256,2017-07-23,train,1,120,14,10
1256,2017-08-09,train,1,120,8,4
1256,2017-08-21,train,1,120,5,4
1256,2017-09-09,train,1,120,7,5
1256,2017-09-25,train,1,120,12,6
1256,2017-10-02,validation,1,120,14,11
1256,2017-10-05,validation,1,120,19,11
1256,2017-10-09,validation,1,120,8,6
1256,2017-10-21,validation,1,120,5,0
1256,2017-10-25,validation,1,120,14,3
1256,2017-10-30,validation,1,120,20,4
1256,2017-11-02,test,1,120,7,5
1256,2017-11-06,test,1,120,25,9
1256,2017-11-13,test,1,120,3,3
1256,2017-11-22,test,1,120,17,12
1256,2017-11-24,test,1,120,4,2
1256,2017-11-26,test,1,120,12,2
1256,2017-11-28,test,1,120,10,8
1256,2017-12-04,test,1,120,28,10
1256,2017-12-06,test,1,120,5,3
1256,2017-12-11,test,1,120,13,10
1256,2017-12-18,test,1,120,22,14
1256,2017-12-19,test,1,120,8,4
1256,2017-12-23,test,1,120,8,4
126,2017-07-24,train,0,20,8,0
126,2017-09-09,train,1,33,58,4
126,2017-10-16,validation,1,92,2,0
126,2017-11-19,test,1,94,4,0
126,2017-12-02,test,1,80,8,1
1261,2017-04-13,train,1,71,18,6
1261,2017-04-24,train,1,87,3,2
1261,2017-05-04,train,1,99,26,12
1261,2017-05-15,train,1,120,1,0
1261,2017-05-25,train,1,120,15,9
1261,2017-06-14,train,1,120,15,7
1261,2017-06-22,train,1,120,11,4
1261,2017-07-05,train,1,120,4,0
1261,2017-07-09,train,1,120,2,1
1261,2017-07-15,train,1,120,5,3
1261,2017-07-25,train,1,120,10,6
1261,2017-07-29,train,1,120,8,4
1261,2017-08-03,train,1,120,1,1
1261,2017-08-07,train,1,120,5,5
1261,2017-08-10,train,1,120,6,5
1261,2017-08-14,train,1,120,1,1
1261,2017-08-18,train,1,120,1,1
1261,2017-08-25,train,1,120,1,0
1261,2017-09-05,train,1,120,1,0
1261,2017-09-10,train,1,120,17,9
1261,2017-09-18,train,1,120,2,1
1261,2017-09-24,train,1,120,1,0
1261,2017-09-29,train,1,120,2,0
1261,2017-10-01,validation,1,120,3,0
1261,2017-10-04,validation,1,120,1,1
1261,2017-10-08,validation,1,120,2,2
1261,2017-10-09,validation,1,120,3,0
1261,2017-10-11,validation,1,120,1,0
1261,2017-10-13,validation,1,120,1,1
1261,2017-10-14,validation,1,120,3,1
1261,2017-10-16,validation,1,120,1,1
1261,2017-10-18,validation,1,120,6,4
1261,2017-10-20,validation,1,120,1,1
1261,2017-10-29,validation,1,120,1,1
1261,2017-11-01,test,1,120,1,0
1261,2017-11-04,test,1,120,13,3
1261,2017-11-05,test,1,120,1,1
1261,2017-11-09,test,1,120,6,3
1261,2017-11-11,test,1,120,10,6
1261,2017-11-16,test,1,120,14,5
1261,2017-11-19,test,1,120,2,2
1261,2017-11-21,test,1,120,2,2
1261,2017-11-25,test,1,120,1,1
1261,2017-11-29,test,1,120,6,5
1261,2017-12-06,test,1,120,4,2
1261,2017-12-14,test,1,120,15,4
1261,2017-12-18,test,1,120,8,6
1261,2017-12-21,test,1,120,3,1
1261,2017-12-24,test,1,120,12,4
1261,2017-12-30,test,1,120,3,2
1262,2017-05-02,train,0,64,27,2
1263,2017-04-07,train,1,120,5,2
1263,2017-04-29,train,1,120,10,3
1263,2017-05-12,train,1,120,7,5
1263,2017-05-23,train,1,120,10,6
1263,2017-06-04,train,1,120,8,7
1263,2017-07-12,train,1,120,20,1
1263,2017-08-05,train,1,120,4,3
1263,2017-08-28,train,1,120,10,1
1263,2017-09-13,train,1,120,7,3
1263,2017-10-02,validation,1,120,9,2
1263,2017-10-03,validation,1,120,9,3
1263,2017-10-08,validation,1,120,8,2
1263,2017-10-14,validation,1,120,1,1
1263,2017-10-21,validation,1,120,10,1
1263,2017-10-29,validation,1,120,2,1
1263,2017-11-22,test,1,120,10,2
1266,2017-05-26,train,1,75,2,0
1266,2017-06-09,train,1,80,1,1
1266,2017-07-11,train,1,85,1,0
1266,2017-07-26,train,1,85,12,3
1266,2017-08-23,train,1,65,3,0
1266,2017-10-07,validation,1,53,5,2
1266,2017-10-18,validation,1,56,3,0
1266,2017-10-20,validation,1,59,1,0
1266,2017-11-05,test,1,59,2,0
1266,2017-11-11,test,1,61,3,2
1266,2017-11-15,test,1,62,2,2
1266,2017-11-25,test,1,57,3,0
1266,2017-12-01,test,1,59,2,0
1266,2017-12-03,test,1,59,20,6
1266,2017-12-31,test,1,65,5,0
1267,2017-04-17,train,1,75,10,6
1267,2017-05-23,train,1,98,11,4
1267,2017-06-30,train,1,120,9,4
1267,2017-08-18,train,1,91,8,3
1267,2017-09-21,train,1,102,7,3
1267,2017-09-29,train,1,114,12,2
1267,2017-10-05,validation,1,120,8,3
1267,2017-10-11,validation,1,120,10,5
1267,2017-10-16,validation,1,120,2,1
1267,2017-10-28,validation,1,120,5,3
1267,2017-11-02,test,1,119,5,4
1267,2017-11-07,test,1,120,13,2
1267,2017-11-14,test,1,120,11,7
1267,2017-11-16,test,1,120,1,1
1267,2017-11-27,test,1,120,7,2
1267,2017-12-08,test,1,120,5,1
1267,2017-12-12,test,1,119,11,5
1267,2017-12-16,test,1,120,6,3
1267,2017-12-20,test,1,120,3,0
1267,2017-12-28,test,1,120,8,4
1269,2017-04-25,train,1,120,3,0
1269,2017-05-15,train,1,120,3,0
1269,2017-05-25,train,1,120,5,1
1269,2017-05-29,train,1,120,8,1
1269,2017-06-21,train,1,120,21,1
1269,2017-07-14,train,1,120,6,2
1269,2017-07-23,train,1,120,3,2
1269,2017-08-05,train,1,120,2,1
1269,2017-08-29,train,1,120,29,2
1269,2017-10-06,validation,1,120,7,5
1269,2017-10-18,validation,1,120,2,0
1269,2017-10-28,validation,1,120,1,0
1269,2017-11-02,test,1,120,6,2
1269,2017-11-11,test,1,120,7,0
1269,2017-11-22,test,1,120,16,6
1269,2017-12-04,test,1,120,19,3
1269,2017-12-16,test,1,120,5,2
1269,2017-12-30,test,1,120,3,0
1271,2017-04-01,train,1,120,7,2
1271,2017-04-17,train,1,120,4,4
1271,2017-04-27,train,1,120,22,6
1271,2017-05-12,train,1,120,21,12
1271,2017-05-23,train,1,120,2,1
