household_id,shopping_days,receipts,sales_value,average_day_value,first_date,last_date
1384,25,26,596.64,23.8656,2017-01-07,2017-12-30
1385,38,47,2685.2,70.66315789473684,2017-01-01,2017-12-24
1386,4,4,51.53,12.8825,2017-01-11,2017-05-20
1387,36,40,1131.56,31.432222222222222,2017-01-07,2017-12-29
1388,60,63,3190.07,53.167833333333334,2017-01-02,2017-12-23
1389,21,23,1498.65,71.36428571428571,2017-03-15,2017-12-26
139,52,61,2018.89,38.824807692307694,2017-02-10,2017-12-23
1390,126,166,4010.28,31.82761904761905,2017-01-05,2017-12-17
1391,78,90,4295.85,55.075,2017-01-03,2017-12-24
1392,44,50,997.87,22.678863636363637,2017-01-10,2017-12-15
1393,109,117,3348.66,30.721651376146788,2017-01-03,2017-12-19
1394,90,93,2512.15,27.91277777777778,2017-01-01,2017-12-26
1395,26,29,816.28,31.395384615384614,2017-03-08,2017-12-29
1396,105,120,3359.16,31.991999999999997,2017-01-04,2017-12-02
1397,137,158,3309.9,24.15985401459854,2017-01-04,2017-12-30
1398,12,12,266.94,22.245,2017-03-05,2017-11-18
1399,17,17,564.95,33.23235294117647,2017-01-05,2017-12-16
14,63,93,1665.39,26.434761904761906,2017-01-01,2017-12-31
140,41,49,860.69,20.992439024390244,2017-01-09,2017-12-06
1400,2,2,24.58,12.29,2017-05-01,2017-12-05
1401,34,37,399.93,11.76264705882353,2017-01-03,2017-12-18
1402,91,95,1058.54,11.632307692307691,2017-01-01,2017-12-31
1403,58,66,1890.62,32.596896551724136,2017-01-02,2017-11-04
1404,20,25,476.7,23.835,2017-03-07,2017-12-17
1405,21,22,1142.8500000000001,54.42142857142858,2017-01-25,2017-12-30
1406,54,62,1852.54,34.306296296296296,2017-01-11,2017-12-31
1407,26,30,1265.77,48.683461538461536,2017-02-19,2017-12-30
1408,37,39,710.9300000000001,19.214324324324327,2017-01-21,2017-11-09
1409,54,56,2936.45,54.3787037037037,2017-01-08,2017-12-20
141,23,26,181.61,7.8960869565217395,2017-01-23,2017-10-28
1410,8,8,913.99,114.24875,2017-02-05,2017-11-16
1411,1,1,9.52,9.52,2017-06-08,2017-06-08
1412,50,52,2859.78,57.195600000000006,2017-01-02,2017-12-24
1413,9,9,86.21,9.578888888888889,2017-04-19,2017-12-06
1414,6,6,116.66,19.44333333333333,2017-01-12,2017-12-18
1415,18,18,169.66,9.425555555555555,2017-01-03,2017-12-31
1416,2,2,41.75,20.875,2017-02-18,2017-11-18
1417,39,61,3380.18,86.67128205128205,2017-03-31,2017-12-29
1418,40,40,1484.32,37.108,2017-01-06,2017-12-27
1419,193,257,3821.89,19.802538860103628,2017-01-01,2017-12-31
142,71,71,969.12,13.649577464788733,2017-01-06,2017-12-30
1420,38,43,2552.02,67.15842105263158,2017-01-03,2017-12-18
1421,110,126,3219.96,29.272363636363636,2017-01-01,2017-12-30
1422,6,6,239.81,39.968333333333334,2017-03-17,2017-11-25
1423,75,87,1214.89,16.198533333333334,2017-01-02,2017-12-31
1424,34,37,401.82,11.818235294117647,2017-01-02,2017-12-23
1425,53,64,2083.32,39.30792452830189,2017-01-05,2017-12-28
1426,14,15,642.69,45.90642857142858,2017-01-12,2017-12-24
1427,29,32,1185.39,40.87551724137931,2017-01-08,2017-12-22
1428,101,130,3792.13,37.54584158415842,2017-01-02,2017-12-28
1429,46,50,428.1,9.306521739130435,2017-01-04,2017-12-26
143,158,259,4363.9,27.619620253164555,2017-01-02,2017-12-19
1430,135,202,12849.31,95.18007407407407,2017-01-01,2017-12-30
1431,78,92,1547.05,19.83397435897436,2017-01-01,2017-12-31
1432,7,7,224.25,32.035714285714285,2017-05-16,2017-12-14
1433,5,5,43.6,8.72,2017-10-26,2017-12-30
1434,123,146,2648.11,21.529349593495937,2017-01-06,2017-12-28
1435,7,8,307.44,43.92,2017-02-04,2017-12-02
1436,6,7,79.87,13.311666666666667,2017-05-18,2017-11-08
1437,43,46,2379.59,55.3393023255814,2017-01-01,2017-12-31
1438,21,22,1218.53,58.025238095238095,2017-01-09,2017-12-23
1439,15,19,295.67,19.711333333333336,2017-01-14,2017-12-22
144,48,54,1208.47,25.176458333333333,2017-01-05,2017-12-31
1440,54,61,1350.17,25.00314814814815,2017-02-17,2017-12-26
1441,6,6,208.25,34.708333333333336,2017-02-02,2017-12-16
1442,12,18,227.13,18.9275,2017-04-25,2017-08-24
1443,55,62,811.0600000000001,14.746545454545455,2017-01-06,2017-12-29
1444,15,17,265.3,17.686666666666667,2017-01-22,2017-11-30
1445,109,124,3661.25,33.5894495412844,2017-01-01,2017-12-26
1446,26,27,1384.02,53.23153846153846,2017-01-07,2017-12-30
1447,21,24,427.13,20.339523809523808,2017-02-12,2017-12-12
1448,62,68,1419.7,22.898387096774194,2017-01-23,2017-09-05
1449,21,23,327.18,15.58,2017-01-02,2017-12-07
145,23,24,689.53,29.979565217391304,2017-01-06,2017-11-29
1450,27,42,814.66,30.17259259259259,2017-01-04,2017-12-28
1451,138,172,4442.99,32.195579710144926,2017-01-02,2017-12-28
1452,160,226,1320.89,8.2555625,2017-01-01,2017-12-31
1453,259,502,13376.23,51.645675675675676,2017-01-02,2017-12-31
1454,107,123,4232.94,39.56018691588785,2017-01-17,2017-12-31
1456,36,39,818.52,22.736666666666665,2017-01-04,2017-12-11
1457,24,29,1890.42,78.7675,2017-02-02,2017-12-30
1458,69,75,1911.95,27.709420289855075,2017-01-06,2017-12-30
1459,49,52,3190.93,65.12102040816326,2017-01-05,2017-12-31
146,16,19,483.54,30.22125,2017-01-08,2017-11-18
1460,27,29,1319.6200000000001,48.87481481481482,2017-01-22,2017-12-24
1461,112,143,4333.7300000000005,38.69401785714286,2017-01-03,2017-12-30
1462,70,74,3021.02,43.15742857142857,2017-01-07,2017-12-31
1463,52,58,1539.19,29.599807692307692,2017-01-02,2017-12-22
1464,39,42,1510.46,38.72974358974359,2017-01-01,2017-12-17
1465,20,23,461.38,23.069,2017-01-01,2017-12-29
1466,12,13,398.67,33.222500000000004,2017-01-15,2017-10-27
1467,293,701,2088.14,7.126757679180887,2017-01-01,2017-12-31
1468,32,34,1779.17,55.5990625,2017-05-05,2017-10-11
1469,26,29,823.36,31.66769230769231,2017-01-01,2017-09-23
147,13,13,477.78000000000003,36.752307692307696,2017-02-18,2017-12-22
1470,67,75,1054.63,15.740746268656718,2017-01-13,2017-12-26
1471,20,20,249.0,12.45,2017-01-18,2017-12-24
1472,1,1,185.01,185.01,2017-05-13,2017-05-13
1473,69,75,2623.78,38.02579710144928,2017-01-06,2017-12-31
1474,54,57,1908.35,35.339814814814815,2017-01-17,2017-12-24
1475,161,214,9416.59,58.48813664596273,2017-01-01,2017-12-31
1476,144,195,5220.46,36.253194444444446,2017-01-02,2017-12-30
1477,4,4,55.230000000000004,13.807500000000001,2017-04-15,2017-11-11
1478,2,2,26.200000000000003,13.100000000000001,2017-03-20,2017-08-17
1479,242,417,5610.2300000000005,23.182768595041324,2017-01-01,2017-12-31
148,27,28,844.54,31.27925925925926,2017-01-25,2017-12-20
1480,16,16,106.03,6.626875,2017-01-21,2017-11-28
1481,96,127,2617.7400000000002,27.268125,2017-01-15,2017-12-31
1482,4,5,87.79,21.9475,2017-02-27,2017-11-07
1483,55,64,2570.91,46.74381818181818,2017-01-01,2017-12-29
1484,65,71,1849.42,28.452615384615385,2017-01-08,2017-12-28
1485,28,29,862.6,30.807142857142857,2017-01-04,2017-12-24
1486,8,8,349.65,43.70625,2017-01-16,2017-11-23
1487,22,22,821.76,37.35272727272727,2017-05-28,2017-12-30
1488,49,51,2225.81,45.42469387755102,2017-01-02,2017-12-24
1489,246,348,10963.69,44.56784552845529,2017-01-01,2017-12-30
149,86,116,6420.14,74.65279069767442,2017-01-01,2017-12-30
1490,106,121,2536.15,23.925943396226415,2017-01-04,2017-12-31
1491,140,153,3264.98,23.321285714285715,2017-01-03,2017-12-29
1492,50,54,681.25,13.625,2017-01-06,2017-12-31
1493,13,14,312.33,24.025384615384613,2017-01-12,2017-12-31
1494,30,51,1547.08,51.56933333333333,2017-01-05,2017-12-30
1495,86,88,1045.47,12.156627906976745,2017-01-03,2017-12-29
1496,4,5,163.76,40.94,2017-02-03,2017-07-15
1497,4,4,266.92,66.73,2017-02-24,2017-11-08
1498,11,11,455.81,41.43727272727273,2017-01-13,2017-11-25
1499,52,53,1333.14,25.637307692307694,2017-01-03,2017-12-23
15,31,34,637.3100000000001,20.558387096774194,2017-01-12,2017-12-26
150,3,4,28.2,9.4,2017-01-13,2017-11-20
1500,22,28,390.15,17.73409090909091,2017-01-11,2017-12-22
1501,112,130,5158.68,46.05964285714286,2017-01-03,2017-12-30
1502,16,16,526.17,32.885625,2017-01-04,2017-12-06
1503,10,11,82.82,8.282,2017-06-10,2017-12-29
1505,57,59,2409.06,42.264210526315786,2017-01-08,2017-12-30
1506,70,84,1428.0,20.4,2017-01-06,2017-12-29
1507,11,11,738.21,67.11,2017-01-17,2017-12-30
1508,33,34,759.4,23.01212121212121,2017-01-10,2017-12-29
1509,104,119,3712.43,35.69644230769231,2017-01-03,2017-12-30
151,14,16,375.42,26.815714285714286,2017-01-08,2017-12-19
1510,307,746,6901.27,22.479706840390882,2017-01-01,2017-12-31
1511,77,92,2616.44,33.97974025974026,2017-01-03,2017-12-31
1512,36,42,853.66,23.712777777777777,2017-01-22,2017-12-20
1513,31,31,527.87,17.02806451612903,2017-01-21,2017-12-08
1514,36,36,1483.24,41.20111111111111,2017-01-03,2017-12-08
1515,42,44,1921.56,45.75142857142857,2017-01-02,2017-12-28
1516,9,9,139.07999999999998,15.453333333333331,2017-01-10,2017-07-31
1517,76,83,2443.06,32.145526315789475,2017-01-05,2017-12-24
1518,13,15,372.77000000000004,28.674615384615386,2017-02-16,2017-12-07
1519,18,19,1748.48,97.13777777777779,2017-01-01,2017-12-30
152,17,18,697.67,41.03941176470588,2017-03-05,2017-12-21
1520,74,78,2339.18,31.610540540540537,2017-01-07,2017-12-31
1521,12,13,282.21,23.5175,2017-01-03,2017-12-31
1522,26,30,785.88,30.226153846153846,2017-01-18,2017-12-15
1523,8,10,184.46,23.0575,2017-01-14,2017-05-28
1524,31,36,1729.42,55.78774193548387,2017-01-13,2017-12-03
1525,22,26,1161.65,52.80227272727273,2017-06-04,2017-12-31
1526,114,117,1654.98,14.517368421052632,2017-01-02,2017-12-27
1527,149,181,9909.42,66.50617449664429,2017-01-02,2017-12-31
1528,105,124,4639.99,44.19038095238095,2017-01-02,2017-12-31
1529,118,156,5370.4800000000005,45.51254237288136,2017-01-03,2017-12-21
153,41,49,947.74,23.115609756097562,2017-01-13,2017-12-12
1530,23,24,484.18,21.051304347826086,2017-01-09,2017-12-18
1531,21,24,506.2,24.104761904761904,2017-03-13,2017-12-21
1532,9,9,277.86,30.873333333333335,2017-01-01,2017-12-22
1533,11,11,104.14,9.467272727272727,2017-01-07,2017-12-23
1534,166,207,5654.0,34.06024096385542,2017-01-09,2017-12-31
1535,131,181,5613.74,42.85297709923664,2017-01-03,2017-12-31
1536,70,79,3677.13,52.53042857142857,2017-01-02,2017-12-26
1537,48,65,1116.44,23.25916666666667,2017-01-14,2017-12-30
1538,6,6,118.05,19.675,2017-01-05,2017-02-23
1539,5,5,46.160000000000004,9.232000000000001,2017-04-17,2017-11-19
154,10,10,322.33,32.233,2017-03-08,2017-12-19
1540,89,98,2338.25,26.27247191011236,2017-01-02,2017-12-31
1541,56,58,4536.66,81.01178571428571,2017-01-01,2017-12-24
1542,56,59,1047.23,18.700535714285714,2017-01-07,2017-12-23
1543,26,29,1014.66,39.02538461538462,2017-01-17,2017-12-31
1544,12,14,635.27,52.939166666666665,2017-01-03,2017-12-14
1545,110,122,2590.4,23.54909090909091,2017-01-05,2017-12-27
1546,50,71,2877.94,57.5588,2017-01-09,2017-12-29
1547,125,161,1223.28,9.78624,2017-03-16,2017-12-31
1548,28,28,787.16,28.11285714285714,2017-01-14,2017-12-23
1549,86,96,1011.4,11.76046511627907,2017-01-02,2017-12-31
155,27,27,1224.71,45.35962962962963,2017-01-02,2017-12-30
1550,77,96,619.3,8.042857142857143,2017-09-06,2017-12-30
1552,19,19,439.86,23.150526315789474,2017-01-09,2017-12-24
1553,2,3,11.04,5.52,2017-03-09,2017-12-02
1554,11,14,261.46,23.769090909090906,2017-04-01,2017-09-03
1555,42,49,879.2,20.933333333333334,2017-01-08,2017-12-30
1556,69,73,2017.22,29.235072463768116,2017-01-02,2017-12-28
1557,100,117,3799.4500000000003,37.9945,2017-01-08,2017-12-27
1558,71,76,2664.4500000000003,37.527464788732395,2017-01-01,2017-12-29
1559,28,33,1437.14,51.32642857142857,2017-02-04,2017-12-24
156,181,302,2106.47,11.63795580110497,2017-01-01,2017-12-31
1560,31,32,812.12,26.19741935483871,2017-03-03,2017-12-29
1561,1,1,102.26,102.26,2017-11-23,2017-11-23
1562,25,25,728.16,29.1264,2017-01-23,2017-10-29
1563,57,72,2534.78,44.46982456140351,2017-01-01,2017-12-31
1564,19,19,216.74,11.407368421052633,2017-01-05,2017-12-17
1565,15,16,231.44,15.429333333333334,2017-01-04,2017-12-31
1566,176,265,8363.93,47.52232954545455,2017-01-27,2017-12-30
1567,95,109,1259.25,13.255263157894737,2017-01-08,2017-12-27
1568,45,50,2764.67,61.437111111111115,2017-01-11,2017-12-30
1569,27,31,460.96999999999997,17.07296296296296,2017-02-03,2017-12-28
157,74,90,1452.8400000000001,19.632972972972976,2017-01-05,2017-12-05
1570,27,27,1167.49,43.24037037037037,2017-03-02,2017-12-20
1571,15,16,202.56,13.504,2017-01-08,2017-12-04
1572,19,20,849.71,44.72157894736842,2017-05-31,2017-12-24
1573,15,16,79.25,5.283333333333333,2017-01-26,2017-11-17
1574,16,18,2691.59,168.224375,2017-01-04,2017-12-05
1575,38,39,1281.8,33.73157894736842,2017-01-11,2017-12-22
1576,7,7,151.59,21.655714285714286,2017-02-27,2017-12-27
1577,43,46,2286.4,53.17209302325582,2017-01-01,2017-12-24
1578,46,54,1480.56,32.18608695652174,2017-01-03,2017-12-31
1579,226,343,7270.54,32.17053097345133,2017-01-01,2017-12-28
158,106,111,1126.33,10.625754716981131,2017-01-01,2017-12-28
1580,127,168,1462.1299999999999,11.51283464566929,2017-01-27,2017-12-31
1581,21,22,1017.85,48.46904761904762,2017-05-29,2017-12-21
1582,16,18,771.44,48.215,2017-01-14,2017-11-14
1583,10,11,199.74,19.974,2017-01-10,2017-11-03
1584,152,199,4468.9800000000005,29.40118421052632,2017-01-02,2017-12-31
1585,85,96,5686.25,66.8970588235294,2017-01-03,2017-12-29
1586,31,34,1096.05,35.35645161290322,2017-01-02,2017-12-28
1587,32,34,467.49,14.6090625,2017-01-08,2017-12-26
1588,109,123,2655.31,24.36064220183486,2017-01-03,2017-12-31
1589,11,11,188.22,17.11090909090909,2017-01-10,2017-12-10
159,44,51,1272.78,28.92681818181818,2017-01-13,2017-12-24
1590,49,53,3854.65,78.66632653061225,2017-01-11,2017-12-18
1591,64,76,3322.55,51.91484375,2017-01-02,2017-12-26
1592,39,40,1951.8500000000001,50.0474358974359,2017-01-11,2017-12-30
1593,19,20,756.12,39.79578947368421,2017-02-02,2017-12-14
1594,54,78,1821.83,33.73759259259259,2017-01-09,2017-12-28
1595,63,70,2473.0,39.25396825396825,2017-01-02,2017-12-30
1596,15,16,1296.16,86.41066666666667,2017-03-27,2017-12-17
1597,23,25,206.24,8.966956521739132,2017-01-04,2017-12-11
1598,178,330,8547.09,48.0173595505618,2017-01-01,2017-12-31
1599,73,86,3942.64,54.00876712328767,2017-01-01,2017-12-24
16,46,49,646.87,14.062391304347827,2017-01-02,2017-12-30
160,28,29,635.38,22.69214285714286,2017-02-05,2017-12-30
1600,24,31,406.8,16.95,2017-03-04,2017-12-04
1601,8,8,565.51,70.68875,2017-01-10,2017-07-12
1602,89,100,3673.36,41.27370786516854,2017-01-02,2017-12-24
1603,9,9,434.15999999999997,48.239999999999995,2017-02-03,2017-10-13
1604,101,105,488.95,4.841089108910891,2017-01-02,2017-12-31
1605,35,35,334.08,9.545142857142856,2017-01-10,2017-12-30
1606,10,10,440.2,44.019999999999996,2017-01-02,2017-12-04
1607,60,64,2119.36,35.32266666666667,2017-01-01,2017-12-31
1608,21,21,753.75,35.892857142857146,2017-01-15,2017-12-31
1609,189,244,16581.36,87.73206349206349,2017-01-01,2017-12-31
161,138,173,3684.92,26.70231884057971,2017-02-03,2017-12-31
1610,2,3,52.49,26.245,2017-03-05,2017-07-01
1611,24,25,383.32,15.971666666666666,2017-01-16,2017-11-26
1612,69,79,4974.07,72.08797101449275,2017-01-03,2017-12-31
1613,76,85,4086.4500000000003,53.76907894736843,2017-01-01,2017-12-31
1614,41,46,331.84000000000003,8.093658536585366,2017-01-11,2017-11-26
1615,23,24,299.85,13.036956521739132,2017-01-02,2017-12-24
1616,21,22,936.62,44.60095238095238,2017-01-22,2017-12-14
1617,33,47,2586.2,78.36969696969696,2017-01-01,2017-11-03
1618,56,65,2888.1800000000003,51.57464285714286,2017-01-03,2017-12-22
1619,104,116,2744.3,26.387500000000003,2017-01-02,2017-12-26
162,35,37,1737.33,49.638,2017-01-20,2017-12-31
1620,178,233,6312.33,35.46252808988764,2017-01-01,2017-12-31
1621,52,64,2161.15,41.56057692307692,2017-01-02,2017-12-31
1622,51,56,2063.77,40.46607843137255,2017-01-04,2017-12-29
1623,81,117,3126.81,38.60259259259259,2017-01-28,2017-12-24
1624,54,65,1369.42,25.35962962962963,2017-01-13,2017-12-18
1625,25,29,371.94,14.8776,2017-01-01,2017-12-12
1626,1,1,40.96,40.96,2017-06-04,2017-06-04
1627,61,78,2467.45,40.449999999999996,2017-01-19,2017-12-27
1629,5,5,245.17000000000002,49.034000000000006,2017-03-16,2017-12-06
163,4,7,22.28,5.57,2017-05-19,2017-10-19
1630,101,107,5396.29,53.42861386138614,2017-01-03,2017-12-30
1631,164,207,6183.84,37.70634146341464,2017-01-01,2017-12-31
1632,30,32,1122.77,37.425666666666665,2017-01-04,2017-11-08
1633,94,111,6322.77,67.26351063829787,2017-01-04,2017-12-31
1634,30,32,1428.02,47.60066666666667,2017-01-04,2017-12-30
1635,10,11,77.78,7.7780000000000005,2017-03-03,2017-11-18
1636,2,2,82.37,41.185,2017-12-22,2017-12-24
1637,21,21,289.78000000000003,13.79904761904762,2017-01-20,2017-12-28
1638,29,33,415.39,14.323793103448276,2017-01-05,2017-12-21
1639,52,65,1455.44,27.98923076923077,2017-01-01,2017-12-30
164,61,67,2692.29,44.13590163934426,2017-01-19,2017-12-31
1640,60,81,2346.09,39.1015,2017-01-06,2017-12-27
1641,21,22,268.24,12.773333333333333,2017-01-08,2017-10-16
1642,60,63,949.28,15.821333333333333,2017-01-01,2017-12-31
1643,19,22,886.61,46.66368421052632,2017-01-02,2017-12-23
1644,4,4,133.9,33.475,2017-12-03,2017-12-31
1645,1,1,136.47,136.47,2017-02-11,2017-02-11
1646,24,24,386.73,16.11375,2017-01-06,2017-10-14
1647,5,5,12.2,2.44,2017-06-30,2017-12-07
1648,75,95,4484.7,59.796,2017-01-14,2017-12-30
1649,30,31,761.49,25.383,2017-01-20,2017-12-14
165,85,100,1609.6,18.93647058823529,2017-01-03,2017-12-31
1650,65,73,1619.18,24.91046153846154,2017-01-03,2017-12-31
1651,45,47,1455.86,32.352444444444444,2017-01-01,2017-12-24
1652,15,15,304.53,20.302,2017-01-03,2017-12-16
1653,227,337,11190.39,49.29687224669603,2017-01-02,2017-12-30
1654,17,17,294.75,17.33823529411765,2017-01-28,2017-12-28
1655,3,3,121.18,40.39333333333334,2017-09-01,2017-10-17
1656,6,6,320.98,53.49666666666667,2017-05-16,2017-12-28
1657,12,20,224.21,18.684166666666666,2017-01-18,2017-11-25
1658,27,34,814.27,30.158148148148147,2017-01-22,2017-12-31
1659,91,101,2147.41,23.597912087912086,2017-01-05,2017-12-14
166,66,68,1886.92,28.58969696969697,2017-01-04,2017-12-31
1660,18,23,529.08,29.393333333333334,2017-02-09,2017-12-18
1661,21,21,669.75,31.892857142857142,2017-01-30,2017-12-11
1662,47,50,5168.87,109.97595744680851,2017-01-03,2017-12-15
1663,111,137,1323.14,11.92018018018018,2017-01-01,2017-12-22
1664,22,33,1641.43,74.61045454545454,2017-08-14,2017-12-30
1665,41,44,446.59000000000003,10.892439024390244,2017-01-04,2017-12-30
1666,47,52,621.87,13.231276595744681,2017-01-07,2017-11-09
1667,11,12,128.71,11.700909090909091,2017-02-09,2017-12-24
1668,45,54,1360.8500000000001,30.241111111111113,2017-01-06,2017-12-29
1669,4,4,146.36,36.59,2017-09-05,2017-11-19
167,12,12,736.51,61.37583333333333,2017-02-24,2017-11-19
1670,11,12,47.81,4.346363636363637,2017-03-16,2017-12-06
1671,13,13,559.15,43.01153846153846,2017-02-05,2017-12-02
1672,33,38,849.51,25.742727272727272,2017-01-02,2017-12-30
1673,43,51,2314.98,53.83674418604651,2017-01-10,2017-12-16
1674,1,1,14.59,14.59,2017-05-15,2017-05-15
1675,60,64,3038.68,50.644666666666666,2017-01-05,2017-12-15
1676,56,63,3013.14,53.80607142857143,2017-01-12,2017-12-30
1677,93,111,7352.38,79.0578494623656,2017-01-04,2017-12-28
1678,32,34,667.37,20.8553125,2017-01-02,2017-11-09
1679,8,9,89.59,11.19875,2017-11-19,2017-12-30
168,17,18,260.99,15.352352941176472,2017-01-16,2017-11-05
1680,38,38,1417.8600000000001,37.312105263157896,2017-01-10,2017-11-23
1681,47,51,1543.24,32.83489361702128,2017-01-06,2017-12-26
1682,2,2,23.92,11.96,2017-09-04,2017-10-31
1683,40,42,960.07,24.00175,2017-01-02,2017-12-24
1684,33,37,1110.21,33.64272727272727,2017-03-24,2017-12-27
1685,40,44,598.55,14.96375,2017-01-01,2017-12-28
1686,56,62,734.19,13.110535714285716,2017-01-07,2017-12-29
1687,57,58,2231.67,39.15210526315789,2017-01-09,2017-12-23
1688,23,25,677.55,29.458695652173912,2017-02-21,2017-12-28
1689,71,78,2134.54,30.06394366197183,2017-01-01,2017-12-30
169,5,6,58.87,11.774,2017-06-07,2017-11-19
1690,24,27,629.85,26.243750000000002,2017-02-01,2017-12-20
1691,29,29,1437.82,49.58,2017-01-07,2017-12-30
1692,80,99,1334.19,16.677375,2017-01-01,2017-12-26
1693,87,95,4808.56,55.27080459770115,2017-01-03,2017-12-30
1694,101,149,5099.58,50.49089108910891,2017-01-03,2017-12-30
1695,61,63,416.97,6.835573770491804,2017-01-05,2017-12-28
1696,39,41,1637.6,41.98974358974359,2017-01-12,2017-12-15
1697,26,26,656.73,25.258846153846154,2017-01-10,2017-12-29
1698,19,22,1293.3300000000002,68.07000000000001,2017-01-01,2017-12-29
1699,15,16,589.42,39.294666666666664,2017-01-19,2017-12-01
17,45,54,2291.09,50.913111111111114,2017-01-02,2017-12-22
170,27,27,1258.86,46.62444444444444,2017-02-27,2017-11-29
1700,14,15,1159.32,82.80857142857143,2017-01-17,2017-12-03
1701,13,15,887.82,68.29384615384616,2017-02-11,2017-12-24
1702,22,24,1620.45,73.65681818181818,2017-01-04,2017-12-31
1703,124,168,3356.06,27.065,2017-01-22,2017-12-30
1704,21,27,308.26,14.67904761904762,2017-02-10,2017-12-29
1705,92,111,1146.1200000000001,12.457826086956523,2017-01-02,2017-12-22
1706,6,6,150.88,25.146666666666665,2017-07-13,2017-12-27
1707,187,336,2589.02,13.845026737967915,2017-01-01,2017-12-31
1708,30,30,2044.77,68.159,2017-01-01,2017-12-31
1709,53,60,1507.32,28.439999999999998,2017-01-11,2017-12-17
171,17,17,403.12,23.71294117647059,2017-01-19,2017-12-21
1710,82,107,6197.13,75.57475609756098,2017-01-07,2017-12-30
1711,3,3,180.38,60.126666666666665,2017-02-08,2017-12-27
1712,13,14,414.5,31.884615384615383,2017-01-29,2017-12-01
1713,23,25,1223.79,53.208260869565216,2017-01-29,2017-12-22
1714,3,3,46.88,15.626666666666667,2017-03-28,2017-09-02
1715,26,27,487.23,18.739615384615384,2017-01-01,2017-12-19
1716,70,77,914.57,13.065285714285714,2017-01-09,2017-12-29
1717,50,52,957.35,19.147000000000002,2017-01-04,2017-12-30
1718,10,10,282.25,28.225,2017-09-04,2017-12-12
1719,30,33,936.79,31.226333333333333,2017-01-31,2017-12-31
172,63,104,1110.04,17.61968253968254,2017-01-08,2017-12-27
1720,82,84,3507.23,42.77109756097561,2017-01-01,2017-12-26
1721,10,10,290.46000000000004,29.046000000000003,2017-07-19,2017-11-22
1722,101,153,5861.68,58.03643564356436,2017-01-04,2017-12-27
1723,48,52,3017.8,62.87083333333334,2017-01-09,2017-12-16
1724,38,39,1120.46,29.48578947368421,2017-02-01,2017-12-31
1725,7,8,297.11,42.44428571428572,2017-04-08,2017-10-15
1726,73,100,4710.64,64.52931506849316,2017-01-04,2017-12-29
1728,14,14,1201.99,85.85642857142857,2017-02-14,2017-12-18
1729,27,30,866.34,32.086666666666666,2017-01-02,2017-12-29
173,8,8,228.99,28.62375,2017-03-03,2017-04-20
1730,68,87,1833.16,26.95823529411765,2017-01-03,2017-12-30
1731,29,29,1371.35,47.28793103448275,2017-01-13,2017-12-29
1732,55,57,1965.66,35.73927272727273,2017-01-02,2017-12-24
1733,10,10,592.81,59.28099999999999,2017-08-31,2017-12-03
1734,14,14,119.33,8.523571428571428,2017-01-25,2017-12-05
1735,53,58,2279.54,43.01018867924528,2017-01-29,2017-12-30
1736,15,15,242.62,16.174666666666667,2017-01-08,2017-12-12
1737,16,16,230.89000000000001,14.430625000000001,2017-08-27,2017-12-30
1738,36,39,880.18,24.449444444444442,2017-01-09,2017-12-27
1739,22,23,575.31,26.150454545454544,2017-01-19,2017-12-26
174,10,10,474.22,47.422000000000004,2017-01-16,2017-07-19
1740,219,320,9994.91,45.63885844748858,2017-01-03,2017-12-29
1741,6,6,58.910000000000004,9.818333333333333,2017-03-04,2017-11-22
1742,165,172,1410.65,8.54939393939394,2017-01-02,2017-12-29
1743,25,26,536.12,21.4448,2017-01-30,2017-12-27
1744,37,38,537.73,14.533243243243243,2017-01-05,2017-12-30
1745,66,68,1287.43,19.506515151515153,2017-01-03,2017-12-17
1746,19,32,1205.52,63.44842105263158,2017-01-14,2017-12-05
1747,38,43,1520.27,40.0071052631579,2017-01-05,2017-12-27
1748,132,160,3457.98,26.19681818181818,2017-01-04,2017-12-26
1749,72,79,2516.41,34.95013888888889,2017-01-01,2017-12-24
175,42,48,1003.67,23.89690476190476,2017-01-21,2017-12-08
1750,8,9,379.33,47.41625,2017-05-13,2017-10-31
1751,111,124,3675.75,33.11486486486486,2017-01-14,2017-12-31
1752,90,122,4311.99,47.910999999999994,2017-01-02,2017-12-29
1753,187,322,1906.72,10.196363636363637,2017-01-01,2017-12-19
1754,104,131,2730.2,26.251923076923074,2017-01-08,2017-12-28
1755,15,15,444.13,29.608666666666668,2017-01-08,2017-12-31
1756,18,23,938.1,52.11666666666667,2017-01-01,2017-09-27
1757,3,3,34.42,11.473333333333334,2017-04-26,2017-06-19
1758,50,52,1712.13,34.2426,2017-01-28,2017-12-31
1759,103,173,2802.63,27.21,2017-01-02,2017-12-29
176,14,14,559.3,39.949999999999996,2017-01-19,2017-11-23
1760,36,39,310.8,8.633333333333333,2017-01-26,2017-12-31
1761,21,21,1221.04,58.1447619047619,2017-02-02,2017-12-21
1762,169,198,9282.34,54.92508875739645,2017-01-03,2017-12-21
1763,109,117,3133.78,28.7502752293578,2017-01-03,2017-12-31
1764,73,93,8828.9,120.94383561643835,2017-01-07,2017-12-29
1765,45,50,2458.2,54.626666666666665,2017-01-01,2017-12-24
1766,20,23,345.3,17.265,2017-01-25,2017-12-10
1767,142,271,5419.37,38.164577464788735,2017-01-01,2017-12-28
1768,45,52,1102.01,24.48911111111111,2017-01-03,2017-12-21
